existing,alias,docstring,comment
repeat,repeat
forward,forward
back,back
right,right
left,left
color,color
red,red
green,green
blue,blue
octagon,octagon
pattern,pattern
clean,clean
home,home
penup,penup
pendown,pendown
setheading,setheading
setxy,setxy
start-fill,start-fill
end-fill,end-fill
wait,wait
draw-turtle-commands,draw-turtle-commands
