existing,alias,docstring,comment
html,html
add-action,சேர்க்க-நடவடிக்கை
red,சிவப்பு
green,பச்சை
blue,நீலம்
octagon,எண்கோணம்
pattern,தோரணி
home,வீடு
clean,துப்புரவு
